year,industry1,industry2,occupation1,retrench
2009,others,others,"production and transport operators, cleaners and labourers",30
2010,total,total,total,9800
2010,total,total,"professionals, managers, executives and technicians",3450
2010,total,total,"clerical, sales and services workers",1450
2010,total,total,"production and transport operators, cleaners and labourers",4900
2010,manufacturing,"food, beverages and tobacco",total,20
2010,manufacturing,"food, beverages and tobacco","professionals, managers, executives and technicians",10
2010,manufacturing,"food, beverages and tobacco","clerical, sales and services workers",10
2010,manufacturing,"food, beverages and tobacco","production and transport operators, cleaners and labourers",10
2010,manufacturing,"paper,rubber,plastic products and printing",total,470
2010,manufacturing,"paper,rubber,plastic products and printing","professionals, managers, executives and technicians",80
2010,manufacturing,"paper,rubber,plastic products and printing","clerical, sales and services workers",40
2010,manufacturing,"paper,rubber,plastic products and printing","production and transport operators, cleaners and labourers",350
2010,manufacturing,"petroleum, chemical and pharmaceutical products",total,160
2010,manufacturing,"petroleum, chemical and pharmaceutical products","professionals, managers, executives and technicians",90
